"word","a","a_certain","a_few","a_great_many","a_little","all","another","any","anybody","anyone","anything","anywhere","both","certain","each","either","enough","every","everybody","everyone","everything","everywhere","few","fewer","fewest","little","less","least","many","many_a","more","most","much","neither","last","next","no","none","nobody","no_one","nothing","nowhere","one_det","two_det","three_det","once","twice","thrice","several","some","somebody","someone","something","somewhere","somewhat","such","sufficient","that","these","this","those","the","us_det","we_det","you_det","what_det","whatever_det","which_rel_det","which_int_det","whichever_rel_det","whichever_int_det","zero_det","various_det","each_other","one_another","he","him","himself","his","she","her_acc","her_dep","hers","herself","it_plain","it_dum","its","itself","I","me","mine","my","myself","one_pron","one_s","oneself","their_sing","theirs_sing","their_plur","theirs_plur","them_sing","them_plur","themself","themselves","they_sing","they_plur","we_pron","us_pron","our","ours","ourselves","what_pron","whatever_pron","which_rel_pron","who_int","who_rel","whom_int","whom_rel","whose_int","whose_rel","whoever","whoever_s","whosever","whosoever","whosoever_s","you_pron_sing","you_pron_plur","your_sing","yours_sing","your_plur","yours_plur","yourself","yourselves","today","tomorrow","tonight","yesterday","there"
"some",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"somebody",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"someone",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"something",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"somewhere",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"somewhat",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"such",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"sufficient",1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,0.986486486486487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.959459459459459,0.959459459459459,1,1,1,1,1,1,1,1,1,0.986486486486487,0.986486486486487,0.945945945945946,1,1,1,1,1,1,1,1,1,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.878378378378378,0.72972972972973,0.72972972972973,0.72972972972973,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,0.959459459459459,1,1,0.662162162162162,0.662162162162162,0.554054054054054,0.391891891891892,0.391891891891892,0.364864864864865,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.716216216216216,0.364864864864865,0.391891891891892,0.554054054054054,0.391891891891892,0.364864864864865,0.486486486486487,0.391891891891892,0.445945945945946,0.364864864864865,0.594594594594595,0.45945945945946,0.337837837837838,0.45945945945946,0.337837837837838,0.364864864864865,0.364864864864865,0.364864864864865,0.364864864864865,0.513513513513513,0.513513513513513,0.554054054054054,0.391891891891892,0.486486486486487,0.364864864864865,0.391891891891892,0.675675675675676,0.675675675675676,0.675675675675676,0.608108108108108,0.608108108108108,0.5,0.608108108108108,0.5,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.608108108108108,0.391891891891892,0.391891891891892,0.486486486486487,0.364864864864865,0.486486486486487,0.364864864864865,0.391891891891892,0.391891891891892,0.445945945945946,0.445945945945946,0.445945945945946,0.445945945945946,0.621621621621622
"that",0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.513513513513513,0.513513513513513,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.540540540540541,0.540540540540541,0.581081081081081,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,1,1,1,1,0.540540540540541,0.797297297297297,0.797297297297297,0.797297297297297,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.527027027027027,0.527027027027027,0.540540540540541,0.540540540540541,0.648648648648649,0.810810810810811,0.810810810810811,0.783783783783784,0.648648648648649,0.810810810810811,0.662162162162162,0.783783783783784,0.810810810810811,0.810810810810811,0.297297297297297,0.783783783783784,0.810810810810811,0.648648648648649,0.810810810810811,0.783783783783784,0.662162162162162,0.810810810810811,0.756756756756757,0.783783783783784,0.608108108108108,0.689189189189189,0.810810810810811,0.689189189189189,0.810810810810811,0.837837837837838,0.837837837837838,0.837837837837838,0.837837837837838,0.689189189189189,0.689189189189189,0.648648648648649,0.810810810810811,0.662162162162162,0.783783783783784,0.810810810810811,0.581081081081081,0.581081081081081,0.581081081081081,0.594594594594595,0.594594594594595,0.702702702702703,0.594594594594595,0.702702702702703,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.810810810810811,0.810810810810811,0.662162162162162,0.783783783783784,0.662162162162162,0.783783783783784,0.810810810810811,0.810810810810811,0.756756756756757,0.756756756756757,0.756756756756757,0.756756756756757,0.283783783783784
"these",0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.540540540540541,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.513513513513513,0.513513513513513,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.540540540540541,0.540540540540541,0.581081081081081,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,0.527027027027027,1,1,1,1,0.540540540540541,0.797297297297297,0.797297297297297,0.797297297297297,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.513513513513513,0.527027027027027,0.527027027027027,0.540540540540541,0.540540540540541,0.648648648648649,0.810810810810811,0.810810810810811,0.783783783783784,0.648648648648649,0.810810810810811,0.662162162162162,0.783783783783784,0.810810810810811,0.810810810810811,0.297297297297297,0.783783783783784,0.810810810810811,0.648648648648649,0.810810810810811,0.783783783783784,0.662162162162162,0.810810810810811,0.756756756756757,0.783783783783784,0.608108108108108,0.689189189189189,0.810810810810811,0.689189189189189,0.810810810810811,0.837837837837838,0.837837837837838,0.837837837837838,0.837837837837838,0.689189189189189,0.689189189189189,0.648648648648649,0.810810810810811,0.662162162162162,0.783783783783784,0.810810810810811,0.581081081081081,0.581081081081081,0.581081081081081,0.594594594594595,0.594594594594595,0.702702702702703,0.594594594594595,0.702702702702703,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.594594594594595,0.810810810810811,0.810810810810811,0.662162162162162,0.783783783783784,0.662162162162162,0.783783783783784,0.810810810810811,0.810810810810811,0.756756756756757,0.756756756756757,0.756756756756757,0.756756756756757,0.283783783783784
